FICE,College,State,Public_Private,Avg_Math_SAT,Avg_Verbal_SAT,Avg_Combined_SAT,Avg_ACT,First_Quartile_Math_SAT,Third_Quartile_Math_SAT,First_Quartile_Verbal_SAT,Third_Quartile_Verbal_SAT,First_Quartile_ACT,Third_Quartile_ACT,Applications_Received,Applicants_Accepted,New_Students_Enrolled,Pct_New_Students_Top_10,Pct_New_Students_Top_25,Fulltime_Undergraduates,Parttime_Undergraduates,In_State_Tuition,Out_Of_State_Tuition,Room_And_Board,Room_Costs,Board_Costs,Additional_Fees,Estimated_Book_Costs,Estimated_Personal_Spending,Pct_Faculty_PhD,Pct_Faculty_Terminal_Degree,Student_Faculty_Ratio,Pct_Alumni_Donate,Instructional_Expenditure_Per_Student,Graduation_Rate
3209,Western Oregon State College,OR,1,470.0,429.0,899.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1438.0,1279.0,695.0,-1.0,-1.0,3655.0,156.0,2790.0,7770.0,3720.0,3720.0,-1.0,-1.0,660.0,1830.0,77.0,80.0,20.0,7.0,5777.0,-1.0
3210,Oregon State University,OR,1,522.0,443.0,965.0,22.0,445.0,585.0,382.0,502.0,18.0,26.0,4675.0,3948.0,1637.0,-1.0,-1.0,10332.0,929.0,2841.0,7890.0,3444.0,1388.0,2056.0,50.0,543.0,2244.0,88.0,88.0,13.9,19.0,9383.0,45.0
3211,Oregon Institute of Technology,OR,1,485.0,418.0,903.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,491.0,447.0,271.0,-1.0,-1.0,1774.0,809.0,2904.0,8676.0,3560.0,-1.0,-1.0,-1.0,750.0,2028.0,20.0,20.0,14.7,19.0,7556.0,41.0
3212,Pacific University,OR,2,542.0,479.0,1021.0,24.0,470.0,600.0,430.0,510.0,22.0,27.0,943.0,849.0,288.0,41.0,71.0,1041.0,35.0,14210.0,14210.0,3994.0,1764.0,2230.0,225.0,450.0,1100.0,76.0,76.0,10.9,22.0,11216.0,42.0
3216,Portland State University,OR,1,484.0,416.0,900.0,22.0,410.0,550.0,350.0,480.0,19.0,23.0,1623.0,1574.0,837.0,-1.0,-1.0,6194.0,4992.0,-1.0,-1.0,4365.0,2565.0,1800.0,-1.0,750.0,1098.0,78.0,78.0,20.0,18.0,6618.0,24.0
3217,Reed College,OR,2,632.0,603.0,1235.0,28.0,570.0,700.0,550.0,660.0,-1.0,-1.0,1966.0,1436.0,327.0,47.0,80.0,1199.0,61.0,19960.0,19960.0,5490.0,2690.0,2800.0,150.0,500.0,450.0,90.0,90.0,11.8,37.0,15886.0,68.0
3219,Southern Oregon State College,OR,1,476.0,443.0,919.0,21.0,417.0,540.0,385.0,525.0,-1.0,-1.0,1237.0,1037.0,768.0,-1.0,-1.0,3215.0,947.0,2700.0,7000.0,3400.0,3400.0,-1.0,-1.0,600.0,1550.0,89.0,97.0,17.6,11.0,6337.0,-1.0
3223,University of Oregon,OR,1,-1.0,-1.0,-1.0,-1.0,470.0,600.0,430.0,540.0,-1.0,-1.0,8631.0,6732.0,2546.0,25.0,61.0,11669.0,1605.0,3090.0,10602.0,3660.0,-1.0,-1.0,-1.0,570.0,1530.0,79.0,87.0,19.7,13.0,8020.0,54.0
3224,University of Portland,OR,2,527.0,474.0,1001.0,-1.0,470.0,580.0,420.0,530.0,-1.0,-1.0,1758.0,1485.0,419.0,27.0,58.0,2041.0,174.0,12040.0,12040.0,4100.0,1750.0,2350.0,80.0,600.0,1100.0,92.0,96.0,13.2,17.0,9060.0,72.0
3225,Warner Pacific College,OR,2,460.0,415.0,875.0,21.0,510.0,550.0,380.0,460.0,20.0,22.0,112.0,87.0,53.0,-1.0,-1.0,503.0,91.0,7940.0,7940.0,4032.0,4032.0,-1.0,202.0,450.0,1220.0,39.0,36.0,12.9,19.0,7516.0,29.0
3227,Willamette University,OR,2,575.0,525.0,1100.0,25.0,520.0,630.0,470.0,580.0,23.0,28.0,1658.0,1327.0,395.0,49.0,80.0,1595.0,159.0,14800.0,14800.0,4620.0,4620.0,-1.0,90.0,400.0,790.0,91.0,94.0,13.3,37.0,10779.0,68.0
3229,Albright College,PA,2,537.0,486.0,1023.0,24.0,480.0,600.0,420.0,540.0,22.0,28.0,1038.0,839.0,227.0,30.0,63.0,973.0,306.0,15595.0,15595.0,4400.0,2400.0,2000.0,200.0,300.0,500.0,79.0,84.0,11.3,23.0,11644.0,80.0
3230,Allegheny College,PA,2,-1.0,-1.0,-1.0,-1.0,520.0,630.0,450.0,560.0,22.0,27.0,2652.0,1900.0,484.0,44.0,77.0,1707.0,44.0,17080.0,17080.0,4440.0,2280.0,2160.0,260.0,400.0,600.0,73.0,91.0,9.9,41.0,11711.0,76.0
3233,Alvernia College,PA,2,410.0,430.0,840.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,707.0,614.0,168.0,10.0,30.0,801.0,464.0,8374.0,8374.0,4000.0,4000.0,-1.0,-1.0,-1.0,-1.0,42.0,42.0,10.8,12.0,6100.0,72.0
3235,Beaver College,PA,2,505.0,460.0,965.0,-1.0,430.0,540.0,390.0,510.0,-1.0,-1.0,1163.0,850.0,348.0,23.0,56.0,878.0,519.0,12850.0,12850.0,5400.0,5400.0,-1.0,260.0,400.0,800.0,78.0,89.0,12.2,30.0,8954.0,73.0
3237,Bryn Mawr College,PA,2,630.0,630.0,1260.0,-1.0,570.0,680.0,580.0,670.0,-1.0,-1.0,1465.0,810.0,313.0,71.0,95.0,1088.0,16.0,18165.0,18165.0,6750.0,-1.0,-1.0,375.0,500.0,1200.0,100.0,100.0,12.3,49.0,17449.0,89.0
3238,Bucknell University,PA,2,-1.0,-1.0,-1.0,-1.0,590.0,670.0,510.0,590.0,-1.0,-1.0,6548.0,3813.0,862.0,49.0,85.0,3316.0,31.0,18550.0,18550.0,4750.0,2545.0,2205.0,110.0,800.0,1200.0,95.0,97.0,14.2,36.0,13675.0,93.0
3241,Cabrini College,PA,2,434.0,419.0,853.0,-1.0,380.0,490.0,370.0,480.0,-1.0,-1.0,599.0,494.0,224.0,8.0,28.0,1035.0,446.0,10518.0,10518.0,6250.0,-1.0,6250.0,480.0,300.0,300.0,59.0,76.0,16.5,36.0,7117.0,71.0
3242,Carnegie Mellon University,PA,2,679.0,555.0,1234.0,28.0,630.0,740.0,500.0,620.0,26.0,31.0,8728.0,5201.0,1191.0,60.0,89.0,4265.0,291.0,17900.0,17900.0,5690.0,3520.0,2170.0,100.0,450.0,1250.0,86.0,93.0,9.2,31.0,24386.0,74.0
3243,Cedar Crest College,PA,2,490.0,470.0,960.0,21.0,420.0,550.0,420.0,520.0,19.0,25.0,776.0,607.0,198.0,25.0,58.0,791.0,764.0,14340.0,14340.0,5285.0,-1.0,-1.0,-1.0,500.0,1000.0,58.0,83.0,11.7,39.0,10961.0,74.0
3244,Chatham College,PA,2,481.0,491.0,972.0,22.0,400.0,560.0,420.0,550.0,19.0,25.0,212.0,197.0,91.0,28.0,56.0,471.0,148.0,13500.0,13500.0,5230.0,2615.0,2615.0,150.0,400.0,850.0,95.0,98.0,9.3,37.0,16095.0,52.0
3245,Chestnut Hill College,PA,2,483.0,495.0,968.0,-1.0,425.0,550.0,430.0,550.0,-1.0,-1.0,342.0,254.0,126.0,25.0,64.0,518.0,232.0,10335.0,10335.0,5015.0,-1.0,-1.0,260.0,700.0,850.0,71.0,71.0,8.3,29.0,7729.0,73.0
3247,College Misericordia,PA,2,-1.0,-1.0,-1.0,-1.0,420.0,490.0,410.0,460.0,-1.0,-1.0,1432.0,888.0,317.0,29.0,58.0,1121.0,493.0,10860.0,10860.0,5760.0,3090.0,2670.0,530.0,550.0,900.0,56.0,62.0,12.9,23.0,8604.0,96.0
3252,Delaware Valley College,PA,2,474.0,439.0,913.0,-1.0,420.0,530.0,390.0,480.0,-1.0,-1.0,1383.0,1199.0,435.0,15.0,39.0,1380.0,846.0,11645.0,11645.0,4530.0,2430.0,2100.0,-1.0,500.0,-1.0,71.0,54.0,19.3,26.0,6970.0,65.0
3253,Dickinson College,PA,2,-1.0,-1.0,-1.0,-1.0,500.0,610.0,470.0,560.0,-1.0,-1.0,3014.0,2539.0,487.0,31.0,68.0,1889.0,62.0,18700.0,18700.0,5000.0,2600.0,2400.0,125.0,595.0,1250.0,87.0,94.0,11.2,39.0,13861.0,87.0
3256,Drexel University,PA,2,550.0,465.0,1015.0,-1.0,480.0,610.0,410.0,520.0,-1.0,-1.0,3451.0,2934.0,1118.0,23.0,50.0,5306.0,1963.0,12348.0,12348.0,6180.0,3630.0,2550.0,728.0,500.0,2280.0,71.0,84.0,13.1,18.0,9583.0,61.0
3258,Duquesne University,PA,2,-1.0,-1.0,-1.0,-1.0,460.0,580.0,430.0,550.0,21.0,26.0,2830.0,2374.0,1003.0,34.0,64.0,4253.0,942.0,10578.0,10578.0,5114.0,2258.0,2856.0,750.0,550.0,-1.0,84.0,93.0,13.8,19.0,8456.0,75.0
3259,Eastern College,PA,2,479.0,452.0,931.0,23.0,410.0,550.0,400.0,510.0,21.0,27.0,458.0,369.0,165.0,16.0,42.0,1057.0,355.0,11190.0,11190.0,4800.0,2260.0,2540.0,30.0,450.0,1230.0,60.0,60.0,13.6,22.0,8135.0,54.0
3262,Elizabethtown College,PA,2,546.0,492.0,1038.0,-1.0,490.0,600.0,440.0,540.0,-1.0,-1.0,2417.0,1843.0,426.0,36.0,70.0,1476.0,299.0,14190.0,14190.0,4400.0,2200.0,2200.0,400.0,500.0,750.0,65.0,68.0,12.8,25.0,9815.0,81.0
3265,Franklin and Marshall College,PA,2,600.0,500.0,1100.0,26.0,560.0,660.0,510.0,610.0,-1.0,-1.0,3270.0,2120.0,508.0,46.0,80.0,1748.0,40.0,24940.0,24940.0,-1.0,-1.0,-1.0,-1.0,590.0,730.0,93.0,94.0,10.9,34.0,15797.0,86.0
3266,Gannon University,PA,2,518.0,464.0,982.0,23.0,470.0,580.0,410.0,510.0,21.0,24.0,2464.0,1908.0,678.0,24.0,57.0,2693.0,691.0,10970.0,10970.0,4280.0,1940.0,2340.0,50.0,500.0,1380.0,47.0,51.0,13.3,18.0,7711.0,65.0
3267,Geneva College,PA,2,502.0,460.0,962.0,22.0,420.0,570.0,390.0,510.0,-1.0,-1.0,668.0,534.0,237.0,19.0,39.0,1306.0,258.0,9476.0,9476.0,4820.0,2800.0,2020.0,44.0,500.0,1100.0,67.0,67.0,20.1,26.0,6786.0,74.0
3268,Gettysburg College,PA,2,-1.0,-1.0,-1.0,-1.0,550.0,640.0,500.0,580.0,24.0,28.0,3596.0,2466.0,575.0,42.0,78.0,1944.0,46.0,19964.0,19964.0,4328.0,2180.0,2148.0,90.0,500.0,500.0,94.0,95.0,12.1,32.0,14720.0,83.0
3269,Grove City College,PA,2,607.0,537.0,1144.0,27.0,550.0,660.0,470.0,580.0,24.0,29.0,2491.0,1110.0,573.0,57.0,88.0,2213.0,35.0,5224.0,5224.0,3048.0,-1.0,-1.0,650.0,525.0,350.0,65.0,65.0,18.4,18.0,4957.0,100.0
3270,Gwynedd Mercy College,PA,2,500.0,470.0,970.0,-1.0,430.0,540.0,400.0,520.0,-1.0,-1.0,380.0,237.0,104.0,30.0,56.0,716.0,1108.0,11000.0,11000.0,5550.0,5550.0,-1.0,-1.0,500.0,500.0,36.0,41.0,7.8,22.0,7483.0,96.0
3274,Haverford College,PA,2,-1.0,-1.0,-1.0,-1.0,620.0,720.0,580.0,660.0,-1.0,-1.0,2128.0,927.0,292.0,76.0,97.0,1083.0,-1.0,18833.0,18833.0,6235.0,3400.0,2835.0,182.0,685.0,1100.0,94.0,99.0,10.6,51.0,17021.0,95.0
3275,Holy Family College,PA,2,-1.0,-1.0,-1.0,-1.0,444.0,512.0,423.0,481.0,-1.0,-1.0,622.0,354.0,169.0,14.0,41.0,1145.0,1148.0,8800.0,8800.0,-1.0,-1.0,-1.0,200.0,675.0,1500.0,44.0,45.0,11.2,15.0,6901.0,74.0
3276,Immaculata College,PA,2,420.0,430.0,850.0,-1.0,430.0,550.0,420.0,530.0,-1.0,-1.0,268.0,253.0,103.0,16.0,44.0,494.0,1305.0,10000.0,10000.0,5364.0,5364.0,-1.0,170.0,500.0,1000.0,56.0,64.0,11.2,33.0,7305.0,69.0
3277,Indiana University of Pennsylvania,PA,1,495.0,446.0,941.0,-1.0,466.0,520.0,415.0,500.0,-1.0,-1.0,6373.0,3264.0,1625.0,19.0,58.0,11375.0,1132.0,2954.0,7352.0,2906.0,1200.0,1706.0,585.0,500.0,-1.0,77.0,77.0,20.6,20.0,6760.0,63.0
3279,Juniata College,PA,2,558.0,509.0,1067.0,-1.0,500.0,600.0,440.0,530.0,21.0,26.0,1005.0,859.0,298.0,36.0,55.0,1075.0,43.0,14850.0,14850.0,4460.0,2250.0,2210.0,110.0,450.0,420.0,97.0,97.0,12.7,37.0,12067.0,80.0
3282,King's College,PA,2,504.0,455.0,959.0,-1.0,443.0,568.0,412.0,501.0,-1.0,-1.0,1456.0,1053.0,381.0,20.0,45.0,500.0,541.0,10910.0,10910.0,5160.0,2410.0,2750.0,500.0,400.0,1795.0,66.0,72.0,15.6,37.0,7649.0,87.0
3284,Lafayette College,PA,2,-1.0,-1.0,-1.0,-1.0,560.0,670.0,470.0,560.0,-1.0,-1.0,4010.0,2402.0,572.0,36.0,59.0,2018.0,226.0,18730.0,18730.0,5740.0,3000.0,2740.0,75.0,600.0,1000.0,93.0,96.0,10.5,38.0,15365.0,92.0
3287,La Salle University,PA,2,540.0,507.0,1050.0,-1.0,480.0,570.0,450.0,530.0,-1.0,-1.0,2929.0,1834.0,622.0,20.0,56.0,2738.0,1662.0,12600.0,12600.0,5610.0,2510.0,3100.0,170.0,450.0,3160.0,90.0,90.0,15.1,9.0,9084.0,84.0
3288,Lebanon Valley College,PA,2,521.0,467.0,988.0,-1.0,420.0,633.0,380.0,571.0,-1.0,-1.0,1386.0,1060.0,320.0,28.0,56.0,965.0,502.0,13850.0,13850.0,4755.0,4755.0,-1.0,395.0,400.0,1125.0,84.0,84.0,12.3,30.0,8196.0,85.0
3289,Lehigh University,PA,2,-1.0,-1.0,-1.0,-1.0,570.0,680.0,460.0,570.0,-1.0,-1.0,6397.0,4304.0,1092.0,40.0,84.0,4298.0,132.0,18700.0,18700.0,5580.0,3160.0,2420.0,250.0,750.0,1130.0,96.0,99.0,12.5,43.0,14665.0,91.0
3290,Lincoln University,PA,1,399.0,375.0,774.0,-1.0,367.0,416.0,350.0,377.0,-1.0,-1.0,1660.0,1091.0,326.0,15.0,41.0,1196.0,33.0,3020.0,4818.0,3400.0,1750.0,1650.0,375.0,350.0,1400.0,71.0,72.0,12.6,8.0,10912.0,45.0
3293,Lycoming College,PA,2,493.0,451.0,944.0,21.0,430.0,550.0,400.0,510.0,18.0,26.0,1286.0,1005.0,363.0,16.0,37.0,1363.0,74.0,13900.0,13900.0,4300.0,2250.0,2050.0,-1.0,500.0,900.0,75.0,81.0,14.0,32.0,8024.0,72.0
3296,Marywood College,PA,2,470.0,449.0,919.0,-1.0,410.0,510.0,400.0,500.0,-1.0,-1.0,1107.0,859.0,323.0,13.0,51.0,1452.0,402.0,11040.0,11040.0,4500.0,2250.0,2250.0,400.0,600.0,700.0,65.0,76.0,11.8,30.0,9034.0,66.0
3297,Mercyhurst College,PA,2,-1.0,-1.0,-1.0,-1.0,470.0,556.0,426.0,532.0,21.0,26.0,1557.0,1074.0,397.0,15.0,40.0,1805.0,433.0,9813.0,9813.0,4050.0,-1.0,-1.0,623.0,425.0,1000.0,45.0,63.0,16.7,29.0,7307.0,78.0
3298,Messiah College,PA,2,555.0,509.0,1046.0,24.0,470.0,610.0,450.0,560.0,22.0,27.0,1742.0,1382.0,607.0,30.0,64.0,2258.0,53.0,10300.0,10300.0,5080.0,2540.0,2540.0,84.0,475.0,1200.0,68.0,75.0,14.1,30.0,7762.0,89.0
3301,Moravian College,PA,2,-1.0,-1.0,-1.0,-1.0,480.0,580.0,440.0,530.0,21.0,25.0,1232.0,955.0,303.0,23.0,58.0,1241.0,485.0,14990.0,14990.0,4730.0,2130.0,2600.0,180.0,550.0,1250.0,86.0,92.0,15.2,28.0,9566.0,74.0
3303,Carlow College,PA,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,395.0,318.0,166.0,-1.0,-1.0,807.0,1011.0,9358.0,9358.0,4264.0,4264.0,-1.0,292.0,500.0,1000.0,58.0,67.0,10.9,29.0,7679.0,68.0
3304,Muhlenberg College,PA,2,565.0,506.0,1071.0,24.0,490.0,640.0,434.0,578.0,22.0,27.0,2519.0,1836.0,462.0,30.0,61.0,1656.0,352.0,16975.0,16975.0,4565.0,2360.0,2205.0,-1.0,600.0,850.0,76.0,86.0,12.8,39.0,10888.0,83.0
3313,Widener University,PA,2,521.0,491.0,1012.0,20.0,440.0,570.0,420.0,510.0,18.0,24.0,2139.0,1492.0,502.0,24.0,64.0,2186.0,2171.0,12350.0,12350.0,5370.0,-1.0,-1.0,-1.0,500.0,1350.0,88.0,86.0,12.6,19.0,9603.0,63.0
3315,Bloomsburg Univ. of Pennsylvania,PA,1,524.0,465.0,989.0,-1.0,480.0,570.0,420.0,500.0,-1.0,-1.0,6773.0,3028.0,1025.0,15.0,55.0,5847.0,946.0,3086.0,7844.0,2948.0,1650.0,1298.0,608.0,500.0,1680.0,66.0,68.0,18.0,19.0,7041.0,75.0
3316,California University of Pennsylvania,PA,1,415.0,391.0,806.0,-1.0,350.0,470.0,330.0,420.0,-1.0,-1.0,2746.0,1505.0,1028.0,14.0,24.0,4787.0,789.0,2278.0,6312.0,2940.0,-1.0,2940.0,370.0,-1.0,-1.0,53.0,66.0,16.3,19.0,6912.0,58.0
3317,Cheyney University of Penn.,PA,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1104.0,767.0,287.0,-1.0,-1.0,1130.0,65.0,2728.0,6122.0,3340.0,1728.0,1612.0,210.0,500.0,-1.0,52.0,55.0,13.0,19.0,10621.0,-1.0
3320,East Stroudsburg University of Penn.,PA,1,475.0,421.0,896.0,-1.0,420.0,520.0,380.0,460.0,-1.0,-1.0,3812.0,2227.0,818.0,4.0,27.0,3947.0,611.0,-1.0,-1.0,3256.0,2100.0,1156.0,-1.0,500.0,-1.0,66.0,67.0,19.4,19.0,7839.0,54.0
3321,Edinboro University of Penn.,PA,1,-1.0,-1.0,-1.0,-1.0,410.0,510.0,380.0,470.0,-1.0,-1.0,4419.0,3074.0,1349.0,-1.0,20.0,6318.0,817.0,3086.0,7844.0,3650.0,1760.0,1890.0,599.0,500.0,1500.0,54.0,60.0,19.0,13.0,6292.0,54.0
3322,Kutztown University of Penn.,PA,1,492.0,465.0,957.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5880.0,2840.0,1136.0,12.0,33.0,5866.0,918.0,3512.0,8285.0,2970.0,2000.0,970.0,1150.0,500.0,-1.0,58.0,58.0,19.4,19.0,6552.0,57.0
3323,Lock Haven University of Pennsylvania,PA,1,510.0,460.0,970.0,-1.0,450.0,590.0,400.0,540.0,-1.0,-1.0,3570.0,2215.0,651.0,17.0,41.0,3390.0,325.0,2954.0,7352.0,3620.0,3620.0,-1.0,554.0,225.0,500.0,47.0,55.0,16.1,14.0,6374.0,63.0
3324,Mansfield University of Penn.,PA,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2694.0,1725.0,606.0,-1.0,-1.0,2891.0,332.0,3154.0,7452.0,3364.0,1984.0,1380.0,486.0,650.0,800.0,48.0,77.0,15.9,19.0,8116.0,55.0
3325,Millersville University of Penn.,PA,1,536.0,479.0,1014.0,-1.0,490.0,580.0,430.0,520.0,-1.0,-1.0,6011.0,3075.0,960.0,22.0,60.0,5146.0,1532.0,3086.0,7844.0,3830.0,2200.0,1630.0,834.0,450.0,1258.0,72.0,74.0,16.8,20.0,7832.0,71.0
3326,Shippensburg University of Penn.,PA,1,529.0,468.0,997.0,-1.0,480.0,570.0,420.0,500.0,-1.0,-1.0,5818.0,3281.0,1116.0,14.0,53.0,5268.0,300.0,3086.0,7844.0,3504.0,1952.0,1552.0,770.0,450.0,1700.0,80.0,83.0,18.8,13.0,6719.0,72.0
3327,Slippery Rock University of Penn.,PA,1,-1.0,-1.0,-1.0,-1.0,420.0,510.0,380.0,470.0,-1.0,-1.0,4655.0,3113.0,1241.0,26.0,67.0,5965.0,954.0,2954.0,7352.0,3256.0,1494.0,1762.0,593.0,500.0,-1.0,72.0,74.0,16.9,20.0,6733.0,56.0
3328,West Chester University of Penn.,PA,1,495.0,450.0,945.0,-1.0,440.0,540.0,400.0,500.0,-1.0,-1.0,6502.0,3539.0,1372.0,11.0,51.0,7484.0,1904.0,3086.0,7844.0,4108.0,4108.0,-1.0,560.0,400.0,2000.0,76.0,79.0,15.3,16.0,6773.0,52.0
3350,University of the Arts,PA,2,452.0,443.0,895.0,-1.0,400.0,500.0,400.0,500.0,-1.0,-1.0,974.0,704.0,290.0,5.0,22.0,1145.0,39.0,12520.0,12520.0,3860.0,3860.0,-1.0,500.0,1300.0,700.0,16.0,59.0,7.5,9.0,11641.0,57.0
3354,Philadelphia Coll. of Textiles and Sci.,PA,2,490.0,440.0,930.0,-1.0,415.0,525.0,380.0,475.0,-1.0,-1.0,1538.0,1259.0,468.0,19.0,42.0,1664.0,1042.0,11690.0,11690.0,5062.0,2596.0,2466.0,40.0,600.0,1664.0,48.0,80.0,12.9,15.0,8028.0,68.0
3357,Point Park College,PA,2,424.0,418.0,842.0,21.0,360.0,490.0,370.0,480.0,16.0,23.0,875.0,744.0,207.0,7.0,38.0,1173.0,1402.0,9700.0,9700.0,4830.0,4830.0,-1.0,350.0,400.0,1200.0,45.0,90.0,14.5,10.0,7652.0,66.0
3359,Robert Morris College,PA,2,453.0,400.0,853.0,20.0,390.0,520.0,340.0,450.0,17.0,23.0,907.0,771.0,387.0,-1.0,-1.0,2621.0,1808.0,6540.0,6540.0,4326.0,2454.0,1872.0,330.0,500.0,1000.0,58.0,58.0,18.5,7.0,5266.0,58.0
3362,Seton Hill College,PA,2,-1.0,-1.0,-1.0,-1.0,410.0,540.0,420.0,520.0,-1.0,-1.0,936.0,794.0,197.0,24.0,56.0,752.0,210.0,11240.0,11240.0,4180.0,2090.0,2090.0,160.0,350.0,2000.0,71.0,71.0,11.2,37.0,10065.0,71.0
3366,Saint Francis College,PA,2,-1.0,-1.0,-1.0,-1.0,430.0,530.0,400.0,500.0,-1.0,-1.0,1046.0,824.0,284.0,21.0,45.0,1223.0,451.0,10880.0,10880.0,5050.0,5050.0,-1.0,860.0,400.0,1235.0,64.0,64.0,19.3,24.0,7344.0,69.0
3367,Saint Joseph's University,PA,2,545.0,498.0,1041.0,-1.0,490.0,590.0,450.0,550.0,-1.0,-1.0,2519.0,2003.0,776.0,39.0,71.0,2473.0,1314.0,12750.0,12750.0,6350.0,-1.0,-1.0,275.0,350.0,1690.0,84.0,90.0,17.4,13.0,8243.0,83.0
3368,Saint Vincent College,PA,2,-1.0,-1.0,-1.0,-1.0,430.0,560.0,410.0,520.0,-1.0,-1.0,700.0,595.0,278.0,19.0,35.0,1035.0,182.0,10850.0,10850.0,3936.0,2110.0,1826.0,60.0,500.0,900.0,62.0,64.0,12.3,31.0,8534.0,88.0
3369,Susquehanna University,PA,2,-1.0,-1.0,-1.0,-1.0,510.0,610.0,450.0,570.0,-1.0,-1.0,2096.0,1512.0,465.0,27.0,59.0,1442.0,166.0,16130.0,16130.0,4710.0,2490.0,2220.0,280.0,400.0,800.0,83.0,86.0,13.9,37.0,10554.0,90.0
3370,Swarthmore College,PA,2,672.0,630.0,1302.0,-1.0,630.0,720.0,580.0,690.0,-1.0,-1.0,3203.0,1255.0,413.0,81.0,97.0,1387.0,-1.0,19124.0,19124.0,6584.0,3384.0,3200.0,192.0,772.0,728.0,93.0,97.0,8.8,58.0,23975.0,95.0
3371,Temple University,PA,1,508.0,455.0,963.0,-1.0,456.0,564.0,412.0,511.0,-1.0,-1.0,7987.0,5145.0,2399.0,15.0,37.0,14726.0,4666.0,5314.0,10096.0,5282.0,3492.0,1790.0,150.0,600.0,3324.0,87.0,77.0,11.2,19.0,12231.0,45.0
3376,Thiel College,PA,2,444.0,418.0,862.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1154.0,951.0,253.0,15.0,31.0,791.0,140.0,11172.0,11172.0,4958.0,2590.0,2368.0,230.0,700.0,1350.0,68.0,76.0,11.6,16.0,9186.0,60.0
3378,University of Pennsylvania,PA,2,680.0,594.0,1274.0,29.0,640.0,730.0,550.0,650.0,27.0,31.0,12394.0,5232.0,2464.0,85.0,100.0,9205.0,531.0,17020.0,17020.0,7270.0,3700.0,3570.0,1836.0,500.0,1544.0,95.0,96.0,6.3,38.0,25765.0,93.0
3379,University of Pittsburgh-Main Campus,PA,1,537.0,480.0,1017.0,-1.0,480.0,590.0,420.0,530.0,-1.0,-1.0,8586.0,6383.0,2503.0,25.0,59.0,13138.0,4289.0,4962.0,10786.0,4560.0,2760.0,1800.0,454.0,400.0,900.0,93.0,93.0,7.8,10.0,13789.0,66.0
3384,University of Scranton,PA,2,561.0,509.0,1070.0,-1.0,510.0,610.0,450.0,550.0,-1.0,-1.0,4471.0,2942.0,910.0,29.0,60.0,3674.0,493.0,11584.0,11584.0,5986.0,2536.0,3450.0,975.0,650.0,800.0,83.0,83.0,14.1,41.0,9131.0,92.0
3385,Ursinus College,PA,2,567.0,512.0,1079.0,-1.0,520.0,620.0,460.0,560.0,-1.0,-1.0,1399.0,1026.0,308.0,44.0,77.0,1131.0,17.0,14900.0,14900.0,5160.0,-1.0,-1.0,180.0,500.0,800.0,82.0,85.0,11.6,40.0,12082.0,79.0
3388,Villanova University,PA,2,599.0,528.0,1127.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7759.0,5588.0,1477.0,30.0,68.0,6362.0,1292.0,15925.0,15925.0,6507.0,3170.0,3337.0,445.0,400.0,300.0,89.0,90.0,13.4,24.0,10458.0,96.0
3389,Washington and Jefferson College,PA,2,-1.0,-1.0,-1.0,-1.0,500.0,640.0,480.0,590.0,22.0,27.0,1305.0,1100.0,334.0,42.0,64.0,1098.0,151.0,16260.0,16260.0,4005.0,2070.0,1935.0,280.0,300.0,500.0,91.0,91.0,12.1,40.0,10162.0,86.0
3391,Waynesburg College,PA,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1190.0,978.0,324.0,12.0,30.0,1280.0,61.0,8840.0,8840.0,3620.0,1800.0,1820.0,220.0,500.0,1200.0,57.0,58.0,16.2,26.0,6563.0,63.0
3392,Westminster College,PA,2,530.0,470.0,1000.0,24.0,460.0,570.0,420.0,520.0,21.0,27.0,996.0,866.0,377.0,29.0,58.0,1411.0,72.0,12065.0,12065.0,3615.0,1980.0,1635.0,595.0,430.0,685.0,62.0,78.0,12.5,41.0,8596.0,80.0
3394,Wilkes University,PA,2,-1.0,-1.0,-1.0,-1.0,410.0,540.0,370.0,480.0,-1.0,-1.0,1631.0,1431.0,434.0,15.0,36.0,1803.0,603.0,11150.0,11150.0,5130.0,3100.0,2030.0,418.0,550.0,1260.0,78.0,92.0,13.3,24.0,8543.0,67.0
3396,Wilson College,PA,2,470.0,460.0,930.0,-1.0,430.0,560.0,450.0,530.0,-1.0,-1.0,167.0,130.0,46.0,16.0,50.0,199.0,676.0,11428.0,11428.0,5084.0,2509.0,-1.0,118.0,450.0,475.0,67.0,76.0,8.3,43.0,10291.0,67.0
